Description:
The Munsell renotation [Newhall1943, Table I] expresses Munsell colours, when
illuminated by illuminant C, in xyY coordinates.  This file contains an inverse
table, that converts xyY coordinates into Munsell notation.  The xy chromaticity
values in this file were chosen to lie on Cartestian grid points, and the values
of Y were chosen to correspond to integer Munsell values.  Each row of the file
was generated by a call to the routine xyYToMunsell.m, which
has been contributed to ColorLab, an open source set of colour-related routines
for Matlab or Octave.  The file xyYToMunsell.m contains a detailed description of
the inversion algorithm, and a complete discussion appears in [Centore2012].
Those wishing to perform further conversions from Munsell to xyY coordinates
can either use routine xyYToMunsell.m directly, or write an interpolation routine
using the data in this file.  The second method is likely faster, but would not
be any more accurate than the first method.
The data in this file were produced in January 2011, and supersede an earlier version
produced in September 2010.  The
inversion algorithm used here, from [Centore2012] is slightly different from the algorithm
used then.

[Centore2012] Paul Centore, "An Open Source Inversion Algorithm for the Munsell Renotation,"
        Color Research & Application, 2012, to appear.  This paper is currently 
	available at www.99main.com/~centore
[Newhall1943] S. M. Newhall, D. Nickerson, & D. B. Judd, "Final
        Report of the O.S.A. Subcommittee on the Spacing of the Munsell
        Colors," Journal of the Optical Society of America, Vol. 33,
        Issue 7, pp. 385-418, 1943.
DESCRIPTION ENDS HERE
  x	  y	  Y	   H    	 V	   C
0.34	0.50	11.70	7.3341GY	4.0	 6.8314
0.34	0.52	11.70	7.4337GY	4.0	 7.5067
0.34	0.54	11.70	7.4964GY	4.0	 8.1836
0.34	0.56	11.70	7.4888GY	4.0	 8.8930
0.34	0.58	11.70	7.4819GY	4.0	 9.6008
0.34	0.60	11.70	7.4494GY	4.0	10.3162
0.34	0.62	11.70	7.3901GY	4.0	11.0508
0.34	0.64	11.70	7.3429GY	4.0	11.7956
0.36	0.12	11.70	0.6266RP	4.0	28.2871
0.36	0.14	11.70	0.7699RP	4.0	23.7381
0.36	0.16	11.70	0.9908RP	4.0	19.5303
0.36	0.18	11.70	1.2488RP	4.0	16.6287
0.36	0.20	11.70	1.6147RP	4.0	13.7027
0.36	0.22	11.70	2.1178RP	4.0	11.1357
0.36	0.24	11.70	2.7777RP	4.0	 8.8465
0.36	0.26	11.70	3.6702RP	4.0	 6.8107
0.36	0.28	11.70	5.1327RP	4.0	 5.1140
0.36	0.30	11.70	8.2187RP	4.0	 3.6766
0.36	0.32	11.70	4.7785R 	4.0	 2.4779
0.36	0.34	11.70	4.3486YR	4.0	 1.8346
0.36	0.36	11.70	1.8014Y 	4.0	 1.8473
0.36	0.38	11.70	7.5280Y 	4.0	 2.2673
0.36	0.40	11.70	1.1233GY	4.0	 2.9208
0.36	0.42	11.70	3.2349GY	4.0	 3.6184
0.36	0.44	11.70	4.6224GY	4.0	 4.3835
0.36	0.46	11.70	5.3066GY	4.0	 5.1508
0.36	0.48	11.70	5.7270GY	4.0	 5.9052
0.36	0.50	11.70	6.0180GY	4.0	 6.6529
0.36	0.52	11.70	6.2459GY	4.0	 7.3780
0.36	0.54	11.70	6.4210GY	4.0	 8.0944
0.36	0.56	11.70	6.5149GY	4.0	 8.8550
0.36	0.58	11.70	6.5963GY	4.0	 9.6069
0.36	0.60	11.70	6.6353GY	4.0	10.3894
0.36	0.62	11.70	6.6507GY	4.0	11.2098
0.38	0.14	11.70	1.5525RP	4.0	25.0035
0.38	0.16	11.70	1.8426RP	4.0	20.7626
0.38	0.18	11.70	2.2044RP	4.0	17.6905
0.38	0.20	11.70	2.6328RP	4.0	14.8656
0.38	0.22	11.70	3.1439RP	4.0	12.2190
0.38	0.24	11.70	3.8484RP	4.0	10.0370
0.38	0.26	11.70	4.8323RP	4.0	 7.8372
0.38	0.28	11.70	6.5464RP	4.0	 6.1840
0.38	0.30	11.70	9.5680RP	4.0	 4.7449
0.38	0.32	11.70	4.4944R 	4.0	 3.5256
0.38	0.34	11.70	1.7477YR	4.0	 2.7328
0.38	0.36	11.70	7.9780YR	4.0	 2.5064
0.38	0.38	11.70	2.6441Y 	4.0	 2.6696
0.38	0.40	11.70	6.6815Y 	4.0	 3.0682
0.38	0.42	11.70	9.8219Y 	4.0	 3.5995
0.38	0.44	11.70	1.6771GY	4.0	 4.2788
0.38	0.46	11.70	2.9933GY	4.0	 5.0359
0.38	0.48	11.70	3.9411GY	4.0	 5.7888
0.38	0.50	11.70	4.6219GY	4.0	 6.5592
0.38	0.52	11.70	5.0924GY	4.0	 7.3111
0.38	0.54	11.70	5.3694GY	4.0	 8.0589
0.38	0.56	11.70	5.5638GY	4.0	 8.8785
0.38	0.58	11.70	5.7199GY	4.0	 9.6735
0.38	0.60	11.70	5.8401GY	4.0	10.5509
0.40	0.14	11.70	2.2848RP	4.0	26.2857
0.40	0.16	11.70	2.6146RP	4.0	22.0737
0.40	0.18	11.70	2.9681RP	4.0	18.7052
0.40	0.20	11.70	3.4033RP	4.0	16.0183
0.40	0.22	11.70	3.9828RP	4.0	13.3725
0.40	0.24	11.70	4.7548RP	4.0	11.0893
0.40	0.26	11.70	5.9297RP	4.0	 9.0523
0.40	0.28	11.70	7.6687RP	4.0	 7.2387
0.40	0.30	11.70	0.4922R 	4.0	 5.8168
0.40	0.32	11.70	4.4684R 	4.0	 4.5760
0.40	0.34	11.70	0.1724YR	4.0	 3.6671
0.40	0.36	11.70	5.0964YR	4.0	 3.2991
0.40	0.38	11.70	9.6229YR	4.0	 3.2747
0.40	0.40	11.70	3.1672Y 	4.0	 3.5159
0.40	0.42	11.70	6.2345Y 	4.0	 3.8825
0.40	0.44	11.70	8.8069Y 	4.0	 4.4528
0.40	0.46	11.70	0.6412GY	4.0	 5.1237
0.40	0.48	11.70	1.8739GY	4.0	 5.8283
0.40	0.50	11.70	2.7998GY	4.0	 6.6243
0.40	0.52	11.70	3.4909GY	4.0	 7.4226
0.40	0.54	11.70	4.0321GY	4.0	 8.1997
0.40	0.56	11.70	4.4551GY	4.0	 9.0282
0.40	0.58	11.70	4.8117GY	4.0	 9.8314
0.42	0.16	11.70	3.2248RP	4.0	23.2734
0.42	0.18	11.70	3.6161RP	4.0	19.6674
0.42	0.20	11.70	4.1120RP	4.0	17.0532
0.42	0.22	11.70	4.7355RP	4.0	14.4771
0.42	0.24	11.70	5.6378RP	4.0	12.1182
0.42	0.26	11.70	6.8713RP	4.0	10.1734
0.42	0.28	11.70	8.6426RP	4.0	 8.3008
0.42	0.30	11.70	1.2664R 	4.0	 6.8407
0.42	0.32	11.70	4.5285R 	4.0	 5.6298
0.42	0.34	11.70	9.2444R 	4.0	 4.6573
0.42	0.36	11.70	3.3769YR	4.0	 4.1749
0.42	0.38	11.70	7.4084YR	4.0	 3.9727
0.42	0.40	11.70	0.7069Y 	4.0	 4.1128
0.42	0.42	11.70	3.5576Y 	4.0	 4.4509
0.42	0.44	11.70	6.0728Y 	4.0	 4.9083
0.42	0.46	11.70	8.1807Y 	4.0	 5.4528
0.42	0.48	11.70	9.9234Y 	4.0	 6.0456
0.42	0.50	11.70	1.0360GY	4.0	 6.8934
0.42	0.52	11.70	1.9186GY	4.0	 7.6754
0.42	0.54	11.70	2.6019GY	4.0	 8.4986
0.42	0.56	11.70	3.1158GY	4.0	 9.3705
0.44	0.18	11.70	4.2251RP	4.0	20.8244
0.44	0.20	11.70	4.7595RP	4.0	18.0191
0.44	0.22	11.70	5.4864RP	4.0	15.5506
0.44	0.24	11.70	6.4539RP	4.0	13.2157
0.44	0.26	11.70	7.7156RP	4.0	11.1952
0.44	0.28	11.70	9.4550RP	4.0	 9.4070
0.44	0.30	11.70	1.8678R 	4.0	 7.8497
0.44	0.32	11.70	4.6611R 	4.0	 6.6395
0.44	0.34	11.70	8.6465R 	4.0	 5.6716
0.44	0.36	11.70	2.2678YR	4.0	 5.1205
0.44	0.38	11.70	5.6907YR	4.0	 4.8959
0.44	0.40	11.70	8.9103YR	4.0	 4.9182
0.44	0.42	11.70	1.5489Y 	4.0	 5.1635
0.44	0.44	11.70	3.9016Y 	4.0	 5.5258
0.44	0.46	11.70	5.9947Y 	4.0	 5.9705
0.44	0.48	11.70	7.7805Y 	4.0	 6.6410
0.44	0.50	11.70	9.2945Y 	4.0	 7.3666
0.44	0.52	11.70	0.4267GY	4.0	 8.1335
0.44	0.54	11.70	1.2161GY	4.0	 9.0472
0.46	0.18	11.70	4.7903RP	4.0	22.0432
0.46	0.20	11.70	5.4197RP	4.0	18.9540
0.46	0.22	11.70	6.2100RP	4.0	16.5457
0.46	0.24	11.70	7.1900RP	4.0	14.2573
0.46	0.26	11.70	8.4680RP	4.0	12.1873
0.46	0.28	11.70	0.1446R 	4.0	10.4387
0.46	0.30	11.70	2.4352R 	4.0	 8.8843
0.46	0.32	11.70	4.8185R 	4.0	 7.6163
0.46	0.34	11.70	8.3388R 	4.0	 6.6428
0.46	0.36	11.70	1.4222YR	4.0	 6.0815
0.46	0.38	11.70	4.4321YR	4.0	 5.8113
0.46	0.40	11.70	7.4679YR	4.0	 5.7542
0.46	0.42	11.70	9.9792YR	4.0	 5.9140
0.46	0.44	11.70	2.1620Y 	4.0	 6.2853
0.46	0.46	11.70	4.2195Y 	4.0	 6.7839
0.46	0.48	11.70	6.0184Y 	4.0	 7.3911
0.46	0.50	11.70	7.5328Y 	4.0	 8.0650
0.46	0.52	11.70	8.8545Y 	4.0	 8.9204
0.48	0.20	11.70	6.0748RP	4.0	19.8313
0.48	0.22	11.70	6.8895RP	4.0	17.4705
0.48	0.24	11.70	7.8859RP	4.0	15.2500
0.48	0.26	11.70	9.1501RP	4.0	13.1823
0.48	0.28	11.70	0.7972R 	4.0	11.4185
0.48	0.30	11.70	2.8444R 	4.0	 9.9282
0.48	0.32	11.70	5.0153R 	4.0	 8.6174
0.48	0.34	11.70	8.1357R 	4.0	 7.5972
0.48	0.36	11.70	0.9302YR	4.0	 7.0170
0.48	0.38	11.70	3.6146YR	4.0	 6.7614
0.48	0.40	11.70	6.2548YR	4.0	 6.7220
0.48	0.42	11.70	8.7035YR	4.0	 6.8762
0.48	0.44	11.70	0.8207Y 	4.0	 7.2065
0.48	0.46	11.70	2.7122Y 	4.0	 7.6567
0.48	0.48	11.70	4.4875Y 	4.0	 8.2514
0.48	0.50	11.70	5.9805Y 	4.0	 9.0357
0.50	0.20	11.70	6.7093RP	4.0	20.9735
0.50	0.22	11.70	7.5344RP	4.0	18.3404
0.50	0.24	11.70	8.5281RP	4.0	16.2260
0.50	0.26	11.70	9.7725RP	4.0	14.1461
0.50	0.28	11.70	1.3895R 	4.0	12.3999
0.50	0.30	11.70	3.2350R 	4.0	10.9446
0.50	0.32	11.70	5.2585R 	4.0	 9.6473
0.50	0.34	11.70	8.0517R 	4.0	 8.5908
0.50	0.36	11.70	0.5318YR	4.0	 7.9424
0.50	0.38	11.70	2.9729YR	4.0	 7.6786
0.50	0.40	11.70	5.3406YR	4.0	 7.6774
0.50	0.42	11.70	7.6409YR	4.0	 7.8191
0.50	0.44	11.70	9.6742YR	4.0	 8.1622
0.50	0.46	11.70	1.4997Y 	4.0	 8.6910
0.50	0.48	11.70	3.1538Y 	4.0	 9.3421
0.52	0.22	11.70	8.1376RP	4.0	19.2220
0.52	0.24	11.70	9.1347RP	4.0	17.1152
0.52	0.26	11.70	0.3937R 	4.0	15.1380
0.52	0.28	11.70	1.9716R 	4.0	13.3274
0.52	0.30	11.70	3.5931R 	4.0	11.9443
0.52	0.32	11.70	5.5500R 	4.0	10.6601
0.52	0.34	11.70	8.0616R 	4.0	 9.6035
0.52	0.36	11.70	0.3481YR	4.0	 8.9166
0.52	0.38	11.70	2.4750YR	4.0	 8.6416
0.52	0.40	11.70	4.6667YR	4.0	 8.6995
0.52	0.42	11.70	6.7596YR	4.0	 8.9070
0.52	0.44	11.70	8.6918YR	4.0	 9.2831
0.52	0.46	11.70	0.4640Y 	4.0	 9.8022
0.54	0.22	11.70	8.7023RP	4.0	20.1390
0.54	0.24	11.70	9.6910RP	4.0	17.9645
0.54	0.26	11.70	0.9841R 	4.0	16.1133
0.54	0.28	11.70	2.5081R 	4.0	14.2381
0.54	0.30	11.70	3.9812R 	4.0	12.8699
0.54	0.32	11.70	5.8383R 	4.0	11.6687
0.54	0.34	11.70	8.1335R 	4.0	10.6264
0.54	0.36	11.70	0.2069YR	4.0	 9.8861
0.54	0.38	11.70	2.1094YR	4.0	 9.6616
0.54	0.40	11.70	4.1222YR	4.0	 9.7355
0.54	0.42	11.70	6.0585YR	4.0	 9.9820
0.54	0.44	11.70	7.8327YR	4.0	10.4891
0.56	0.24	11.70	0.2568R 	4.0	18.8450
0.56	0.26	11.70	1.5558R 	4.0	16.9665
0.56	0.28	11.70	2.9499R 	4.0	15.2689
0.56	0.30	11.70	4.3427R 	4.0	13.7734
0.56	0.32	11.70	6.1908R 	4.0	12.6309
0.56	0.34	11.70	8.2407R 	4.0	11.6546
0.56	0.36	11.70	0.1457YR	4.0	10.9344
0.56	0.38	11.70	1.8545YR	4.0	10.7837
0.56	0.40	11.70	3.6954YR	4.0	10.8956
0.56	0.42	11.70	5.5219YR	4.0	11.2771
0.58	0.24	11.70	0.8135R 	4.0	19.7418
0.58	0.26	11.70	2.0985R 	4.0	17.7900
0.58	0.28	11.70	3.3655R 	4.0	16.2473
0.58	0.30	11.70	4.7108R 	4.0	14.7243
0.58	0.32	11.70	6.5484R 	4.0	13.5847
0.58	0.34	11.70	8.4138R 	4.0	12.6839
0.58	0.36	11.70	0.1013YR	4.0	11.9885
0.58	0.38	11.70	1.6617YR	4.0	11.9399
0.58	0.40	11.70	3.3365YR	4.0	12.0928
0.60	0.26	11.70	2.5974R 	4.0	18.6776
0.60	0.28	11.70	3.7996R 	4.0	17.1406
0.60	0.30	11.70	5.1079R 	4.0	15.6751
0.60	0.32	11.70	6.9528R 	4.0	14.5980
0.60	0.34	11.70	8.5943R 	4.0	13.7347
0.60	0.36	11.70	0.1654YR	4.0	13.1209
0.60	0.38	11.70	1.5478YR	4.0	13.1129
0.62	0.28	11.70	4.2342R 	4.0	18.0245
0.62	0.30	11.70	5.6529R 	4.0	16.7199
0.62	0.32	11.70	7.4288R 	4.0	15.6433
0.62	0.34	11.70	8.8513R 	4.0	14.9523
0.62	0.36	11.70	0.2417YR	4.0	14.3532
0.64	0.28	11.70	4.6992R 	4.0	18.9792
0.64	0.30	11.70	6.2302R 	4.0	17.7756
0.64	0.32	11.70	7.8432R 	4.0	16.8346
0.64	0.34	11.70	9.1212R 	4.0	16.2673
0.64	0.36	11.70	0.3556YR	4.0	15.9180
0.66	0.30	11.70	6.8961R 	4.0	18.8527
0.66	0.32	11.70	8.2078R 	4.0	18.0681
0.68	0.30	11.70	7.5484R 	4.0	19.9266
0.10	0.24	19.27	0.2804B 	5.0	17.1730
0.10	0.26	19.27	8.9992BG	5.0	17.3416
0.10	0.28	19.27	7.7238BG	5.0	17.7164
0.10	0.30	19.27	6.4905BG	5.0	17.9734
0.10	0.32	19.27	5.2491BG	5.0	18.4936
0.10	0.34	19.27	4.2793BG	5.0	19.0920
0.10	0.36	19.27	3.4041BG	5.0	19.5983
0.10	0.38	19.27	2.5604BG	5.0	20.0348
0.10	0.40	19.27	1.6910BG	5.0	20.5618
0.10	0.42	19.27	0.8526BG	5.0	21.0355
0.10	0.44	19.27	0.0444BG	5.0	21.4663
0.10	0.46	19.27	9.1096G 	5.0	21.8798
0.10	0.48	19.27	8.2032G 	5.0	22.2860
0.10	0.50	19.27	7.3348G 	5.0	22.6425
0.10	0.52	19.27	6.5219G 	5.0	22.9616
0.10	0.54	19.27	5.7293G 	5.0	23.2532
0.10	0.56	19.27	4.9781G 	5.0	23.5276
0.10	0.58	19.27	4.6421G 	5.0	23.8578
0.10	0.60	19.27	4.3098G 	5.0	24.1991
0.10	0.62	19.27	3.9825G 	5.0	24.5376
0.10	0.64	19.27	3.6631G 	5.0	24.8660
0.10	0.66	19.27	3.3450G 	5.0	25.1667
0.10	0.68	19.27	3.0301G 	5.0	25.4490
0.10	0.70	19.27	2.7239G 	5.0	25.7320
0.12	0.16	19.27	8.6323B 	5.0	17.1002
0.12	0.18	19.27	6.2977B 	5.0	15.7946
0.12	0.20	19.27	4.4111B 	5.0	15.1318
0.12	0.22	19.27	2.8205B 	5.0	14.8813
0.12	0.24	19.27	1.1619B 	5.0	14.9105
0.12	0.26	19.27	9.5450BG	5.0	15.1230
0.12	0.28	19.27	8.1466BG	5.0	15.4361
0.12	0.30	19.27	6.7636BG	5.0	15.8134
0.12	0.32	19.27	5.3965BG	5.0	16.2587
0.12	0.34	19.27	4.2884BG	5.0	16.7561
0.12	0.36	19.27	3.3220BG	5.0	17.2043
0.12	0.38	19.27	2.3942BG	5.0	17.6742
0.12	0.40	19.27	1.4481BG	5.0	18.1440
0.12	0.42	19.27	0.5404BG	5.0	18.6572
0.12	0.44	19.27	9.5999G 	5.0	19.1602
0.12	0.46	19.27	8.5918G 	5.0	19.6394
0.12	0.48	19.27	7.6170G 	5.0	20.0900
0.12	0.50	19.27	6.7454G 	5.0	20.5250
0.12	0.52	19.27	5.9019G 	5.0	20.9367
0.12	0.54	19.27	5.0699G 	5.0	21.3222
0.12	0.56	19.27	4.6696G 	5.0	21.7143
0.12	0.58	19.27	4.3188G 	5.0	22.0768
0.12	0.60	19.27	3.9754G 	5.0	22.4135
0.12	0.62	19.27	3.6406G 	5.0	22.7513
0.12	0.64	19.27	3.3093G 	5.0	23.0775
0.12	0.66	19.27	2.9815G 	5.0	23.3929
0.12	0.68	19.27	2.6636G 	5.0	23.7164
0.12	0.70	19.27	2.3916G 	5.0	24.0886
0.14	0.14	19.27	3.0762PB	5.0	17.9799
0.14	0.16	19.27	1.0773PB	5.0	15.9822
0.14	0.18	19.27	8.6076B 	5.0	14.4963
0.14	0.20	19.27	6.0511B 	5.0	13.4942
0.14	0.22	19.27	4.0359B 	5.0	12.9123
0.14	0.24	19.27	2.1971B 	5.0	12.6929
0.14	0.26	19.27	0.2436B 	5.0	12.9126
0.14	0.28	19.27	8.6444BG	5.0	13.1967
0.14	0.30	19.27	7.0701BG	5.0	13.6909
0.14	0.32	19.27	5.5516BG	5.0	14.2241
0.14	0.34	19.27	4.2863BG	5.0	14.7718
0.14	0.36	19.27	3.2136BG	5.0	15.2238
0.14	0.38	19.27	2.1685BG	5.0	15.6585
0.14	0.40	19.27	1.1185BG	5.0	16.1588
0.14	0.42	19.27	0.1268BG	5.0	16.6510
0.14	0.44	19.27	9.0210G 	5.0	17.1102
0.14	0.46	19.27	7.9421G 	5.0	17.5421
0.14	0.48	19.27	6.9742G 	5.0	17.9639
0.14	0.50	19.27	6.0780G 	5.0	18.4565
0.14	0.52	19.27	5.2095G 	5.0	18.9291
0.14	0.54	19.27	4.7012G 	5.0	19.4168
0.14	0.56	19.27	4.3208G 	5.0	19.8750
0.14	0.58	19.27	3.9507G 	5.0	20.2947
0.14	0.60	19.27	3.5941G 	5.0	20.6910
0.14	0.62	19.27	3.2417G 	5.0	21.0468
0.14	0.64	19.27	2.9024G 	5.0	21.3896
0.14	0.66	19.27	2.5698G 	5.0	21.7097
0.14	0.68	19.27	2.3167G 	5.0	22.1532
0.14	0.70	19.27	2.0975G 	5.0	22.6742
0.16	0.12	19.27	6.2998PB	5.0	20.5473
0.16	0.14	19.27	5.3876PB	5.0	17.5073
0.16	0.16	19.27	3.4895PB	5.0	15.3138
0.16	0.18	19.27	1.1912PB	5.0	13.5450
0.16	0.20	19.27	8.3977B 	5.0	12.1525
0.16	0.22	19.27	5.6315B 	5.0	11.3097
0.16	0.24	19.27	3.4697B 	5.0	10.9114
0.16	0.26	19.27	1.2926B 	5.0	10.8665
0.16	0.28	19.27	9.2326BG	5.0	11.0944
0.16	0.30	19.27	7.4272BG	5.0	11.4838
0.16	0.32	19.27	5.6999BG	5.0	11.8862
0.16	0.34	19.27	4.2469BG	5.0	12.5981
0.16	0.36	19.27	3.0579BG	5.0	13.2445
0.16	0.38	19.27	1.8723BG	5.0	13.8559
0.16	0.40	19.27	0.6945BG	5.0	14.3855
0.16	0.42	19.27	9.5294G 	5.0	14.8954
0.16	0.44	19.27	8.3149G 	5.0	15.3874
0.16	0.46	19.27	7.2020G 	5.0	15.8595
0.16	0.48	19.27	6.2410G 	5.0	16.3348
0.16	0.50	19.27	5.3111G 	5.0	16.7819
0.16	0.52	19.27	4.7128G 	5.0	17.2548
0.16	0.54	19.27	4.2954G 	5.0	17.7290
0.16	0.56	19.27	3.8962G 	5.0	18.1967
0.16	0.58	19.27	3.5117G 	5.0	18.6655
0.16	0.60	19.27	3.1409G 	5.0	19.0951
0.16	0.62	19.27	2.7847G 	5.0	19.4979
0.16	0.64	19.27	2.4532G 	5.0	19.8867
0.16	0.66	19.27	2.2118G 	5.0	20.3750
0.16	0.68	19.27	1.9899G 	5.0	20.8986
0.16	0.70	19.27	1.7837G 	5.0	21.4434
0.18	0.12	19.27	7.6917PB	5.0	20.8968
0.18	0.14	19.27	6.8541PB	5.0	17.4584
0.18	0.16	19.27	5.7756PB	5.0	14.9319
0.18	0.18	19.27	3.9077PB	5.0	12.8618
0.18	0.20	19.27	1.2140PB	5.0	11.2189
0.18	0.22	19.27	8.1393B 	5.0	10.0900
0.18	0.24	19.27	5.0047B 	5.0	 9.3843
0.18	0.26	19.27	2.5770B 	5.0	 9.1758
0.18	0.28	19.27	9.9329BG	5.0	 9.3416
0.18	0.30	19.27	7.8990BG	5.0	 9.7076
0.18	0.32	19.27	5.8236BG	5.0	10.1684
0.18	0.34	19.27	4.1476BG	5.0	10.7899
0.18	0.36	19.27	2.8231BG	5.0	11.3385
0.18	0.38	19.27	1.4365BG	5.0	11.8689
0.18	0.40	19.27	0.1251BG	5.0	12.5115
0.18	0.42	19.27	8.7625G 	5.0	13.1640
0.18	0.44	19.27	7.4808G 	5.0	13.7551
0.18	0.46	19.27	6.4086G 	5.0	14.3343
0.18	0.48	19.27	5.3979G 	5.0	14.8442
0.18	0.50	19.27	4.7084G 	5.0	15.3652
0.18	0.52	19.27	4.2536G 	5.0	15.8901
0.18	0.54	19.27	3.8157G 	5.0	16.3954
0.18	0.56	19.27	3.4011G 	5.0	16.8578
0.18	0.58	19.27	3.0050G 	5.0	17.2940
0.18	0.60	19.27	2.6251G 	5.0	17.7039
0.18	0.62	19.27	2.3260G 	5.0	18.1673
0.18	0.64	19.27	2.0817G 	5.0	18.7004
0.18	0.66	19.27	1.8569G 	5.0	19.2368
0.18	0.68	19.27	1.6494G 	5.0	19.7753
0.18	0.70	19.27	1.4567G 	5.0	20.3495
0.20	0.12	19.27	9.3516PB	5.0	21.9647
0.20	0.14	19.27	8.5409PB	5.0	17.8782
0.20	0.16	19.27	7.4761PB	5.0	14.8126
0.20	0.18	19.27	6.1705PB	5.0	12.4733
0.20	0.20	19.27	4.2433PB	5.0	10.5568
0.20	0.22	19.27	1.2173PB	5.0	 9.1166
0.20	0.24	19.27	7.7087B 	5.0	 8.1118
0.20	0.26	19.27	4.2795B 	5.0	 7.6297
0.20	0.28	19.27	1.1722B 	5.0	 7.6655
0.20	0.30	19.27	8.4647BG	5.0	 8.0120
0.20	0.32	19.27	5.9955BG	5.0	 8.5354
0.20	0.34	19.27	3.9943BG	5.0	 9.1859
0.20	0.36	19.27	2.4955BG	5.0	 9.8240
0.20	0.38	19.27	0.8100BG	5.0	10.4741
0.20	0.40	19.27	9.2692G 	5.0	11.0481
0.20	0.42	19.27	7.7942G 	5.0	11.5840
0.20	0.44	19.27	6.5706G 	5.0	12.1758
0.20	0.46	19.27	5.4475G 	5.0	12.8269
0.20	0.48	19.27	4.6786G 	5.0	13.4822
0.20	0.50	19.27	4.1675G 	5.0	14.1123
0.20	0.52	19.27	3.6903G 	5.0	14.6567
0.20	0.54	19.27	3.2428G 	5.0	15.1661
0.20	0.56	19.27	2.8278G 	5.0	15.6547
0.20	0.58	19.27	2.4494G 	5.0	16.1242
0.20	0.60	19.27	2.1728G 	5.0	16.6267
0.20	0.62	19.27	1.9234G 	5.0	17.1523
0.20	0.64	19.27	1.6969G 	5.0	17.6955
0.20	0.66	19.27	1.4898G 	5.0	18.2592
0.20	0.68	19.27	1.2939G 	5.0	18.8385
0.20	0.70	19.27	1.1129G 	5.0	19.4099
0.22	0.12	19.27	1.0666P 	5.0	23.2227
0.22	0.14	19.27	0.3882P 	5.0	18.9407
0.22	0.16	19.27	9.4857PB	5.0	15.2093
0.22	0.18	19.27	8.1925PB	5.0	12.4070
0.22	0.20	19.27	6.6627PB	5.0	10.2483
0.22	0.22	19.27	4.6101PB	5.0	 8.4520
0.22	0.24	19.27	1.1237PB	5.0	 7.1598
0.22	0.26	19.27	6.9635B 	5.0	 6.3263
0.22	0.28	19.27	2.8883B 	5.0	 6.0716
0.22	0.30	19.27	9.1550BG	5.0	 6.3743
0.22	0.32	19.27	6.1540BG	5.0	 6.9555
0.22	0.34	19.27	3.7458BG	5.0	 7.6210
0.22	0.36	19.27	1.8305BG	5.0	 8.2698
0.22	0.38	19.27	9.8947G 	5.0	 9.0008
0.22	0.40	19.27	8.1563G 	5.0	 9.7193
0.22	0.42	19.27	6.6881G 	5.0	10.3589
0.22	0.44	19.27	5.4279G 	5.0	10.9420
0.22	0.46	19.27	4.5844G 	5.0	11.5493
0.22	0.48	19.27	3.9954G 	5.0	12.1871
0.22	0.50	19.27	3.4697G 	5.0	12.8456
0.22	0.52	19.27	2.9981G 	5.0	13.4592
0.22	0.54	19.27	2.5637G 	5.0	14.0310
0.22	0.56	19.27	2.2411G 	5.0	14.5574
0.22	0.58	19.27	1.9699G 	5.0	15.1077
0.22	0.60	19.27	1.7272G 	5.0	15.6742
0.22	0.62	19.27	1.5044G 	5.0	16.2471
0.22	0.64	19.27	1.2934G 	5.0	16.8273
0.22	0.66	19.27	1.1018G 	5.0	17.4169
0.22	0.68	19.27	0.9269G 	5.0	18.0184
0.22	0.70	19.27	0.7580G 	5.0	18.6121
0.24	0.12	19.27	2.8308P 	5.0	24.8136
0.24	0.14	19.27	2.2003P 	5.0	20.0974
0.24	0.16	19.27	1.4811P 	5.0	16.0325
0.24	0.18	19.27	0.5198P 	5.0	12.8447
0.24	0.20	19.27	9.1513PB	5.0	10.2652
0.24	0.22	19.27	7.3017PB	5.0	 8.0632
0.24	0.24	19.27	4.9534PB	5.0	 6.4708
0.24	0.26	19.27	0.7805PB	5.0	 5.3382
0.24	0.28	19.27	5.5417B 	5.0	 4.6942
0.24	0.30	19.27	0.1463B 	5.0	 4.7927
0.24	0.32	19.27	6.2599BG	5.0	 5.3683
0.24	0.34	19.27	3.2904BG	5.0	 6.1639
0.24	0.36	19.27	0.7529BG	5.0	 6.8566
0.24	0.38	19.27	8.5490G 	5.0	 7.5646
0.24	0.40	19.27	6.7594G 	5.0	 8.3127
0.24	0.42	19.27	5.3011G 	5.0	 9.0651
0.24	0.44	19.27	4.3992G 	5.0	 9.8327
0.24	0.46	19.27	3.7170G 	5.0	10.4994
0.24	0.48	19.27	3.1228G 	5.0	11.1173
0.24	0.50	19.27	2.6002G 	5.0	11.7155
0.24	0.52	19.27	2.2400G 	5.0	12.3019
0.24	0.54	19.27	1.9513G 	5.0	12.9274
0.24	0.56	19.27	1.6983G 	5.0	13.5738
0.24	0.58	19.27	1.4658G 	5.0	14.2112
0.24	0.60	19.27	1.2465G 	5.0	14.8173
0.24	0.62	19.27	1.0496G 	5.0	15.4301
0.24	0.64	19.27	0.8733G 	5.0	16.0467
0.24	0.66	19.27	0.6984G 	5.0	16.6667
0.24	0.68	19.27	0.5393G 	5.0	17.2875
0.24	0.70	19.27	0.3940G 	5.0	17.9123
0.26	0.12	19.27	4.7228P 	5.0	26.3087
0.26	0.14	19.27	4.2662P 	5.0	21.4655
0.26	0.16	19.27	3.6758P 	5.0	17.4108
0.26	0.18	19.27	2.9123P 	5.0	13.7972
0.26	0.20	19.27	1.9245P 	5.0	10.7484
