Description:
Draft: This file expresses sRGB colours in the Munsell system.  The first
three columns are the R, G, and B components in the sRGB system, varying
from 0 to 255.  The next three columns are the Munsell hue (H), value (V), and
chroma (C).  4096 conversions were attempted.  Some sRGB colours are beyond
the MacAdam limits, meaning that they cannot be produced as surface colours.
Therefore, those colours are not in the Munsell system.  In addition, colours
near the MacAdam limits are difficult to convert to the Munsell system, so
so sometimes the conversion failed.  In all, 3879 of the 4096 sRGB colours were
successfully converted.

[Newhall1943] S. M. Newhall, D. Nickerson, & D. B. Judd, "Final
        Report of the O.S.A. Subcommittee on the Spacing of the Munsell
        Colors," Journal of the Optical Society of America, Vol. 33,
        Issue 7, pp. 385-418, 1943.

DESCRIPTION ENDS HERE
 R	 G	 B	  H	  V	  C
221	0	187	1.19RP	 4.96	20.56
221	0	204	9.87P	 5.05	21.75
221	0	221	8.56P	 5.15	22.91
221	0	238	7.44P	 5.25	24.14
221	0	255	6.44P	 5.36	25.22
221	17	0	8.43R	 4.58	17.68
221	17	17	8.08R	 4.58	17.36
221	17	34	7.40R	 4.59	16.82
221	17	51	6.07R	 4.61	16.43
221	17	68	4.40R	 4.63	16.13
221	17	85	2.57R	 4.66	16.08
221	17	102	0.22R	 4.70	16.26
221	17	119	8.00RP	 4.74	16.68
221	17	136	5.81RP	 4.80	17.31
221	17	153	4.05RP	 4.86	18.14
221	17	170	2.69RP	 4.93	19.11
221	17	187	1.20RP	 5.01	20.24
221	17	204	9.88P	 5.10	21.35
221	17	221	8.55P	 5.19	22.50
221	17	238	7.43P	 5.29	23.77
221	17	255	6.43P	 5.40	24.89
221	34	0	8.70R	 4.67	17.21
221	34	17	8.36R	 4.68	16.89
221	34	34	7.72R	 4.69	16.34
221	34	51	6.48R	 4.70	15.90
221	34	68	4.78R	 4.72	15.59
221	34	85	2.93R	 4.75	15.53
221	34	102	0.55R	 4.79	15.71
221	34	119	8.23RP	 4.83	16.09
221	34	136	5.97RP	 4.89	16.72
221	34	153	4.12RP	 4.95	17.55
221	34	170	2.73RP	 5.02	18.53
221	34	187	1.24RP	 5.09	19.55
221	34	204	9.89P	 5.18	20.65
221	34	221	8.54P	 5.27	21.80
221	34	238	7.40P	 5.37	23.05
221	34	255	6.41P	 5.48	24.31
221	51	0	9.17R	 4.82	16.49
221	51	17	8.83R	 4.83	16.18
221	51	34	8.23R	 4.83	15.68
221	51	51	7.20R	 4.85	15.12
221	51	68	5.50R	 4.87	14.83
221	51	85	3.56R	 4.90	14.71
221	51	102	1.15R	 4.93	14.88
221	51	119	8.66RP	 4.98	15.23
221	51	136	6.28RP	 5.03	15.76
221	51	153	4.29RP	 5.09	16.49
221	51	170	2.84RP	 5.15	17.43
221	51	187	1.31RP	 5.23	18.49
221	51	204	9.91P	 5.31	19.59
221	51	221	8.53P	 5.40	20.81
221	51	238	7.35P	 5.49	21.96
221	51	255	6.37P	 5.60	23.35
221	68	0	9.91R	 5.03	15.52
221	68	17	9.61R	 5.03	15.25
221	68	34	9.04R	 5.04	14.80
221	68	51	8.10R	 5.05	14.22
221	68	68	6.62R	 5.07	13.77
221	68	85	4.55R	 5.10	13.56
221	68	102	2.14R	 5.13	13.63
221	68	119	9.41RP	 5.17	13.91
221	68	136	6.88RP	 5.22	14.35
221	68	153	4.59RP	 5.28	15.04
221	68	170	3.01RP	 5.34	15.95
221	68	187	1.41RP	 5.41	17.09
221	68	204	9.95P	 5.49	18.30
221	68	221	8.50P	 5.57	19.55
221	68	238	7.29P	 5.67	20.79
221	68	255	6.31P	 5.77	22.01
221	85	0	1.17YR	 5.28	14.62
221	85	17	0.88YR	 5.29	14.19
221	85	34	0.32YR	 5.30	13.55
221	85	51	9.42R	 5.31	12.92
221	85	68	8.13R	 5.33	12.41
221	85	85	6.21R	 5.35	12.04
221	85	102	3.66R	 5.38	11.95
221	85	119	0.66R	 5.42	12.18
221	85	136	7.81RP	 5.47	12.66
221	85	153	5.09RP	 5.52	13.35
221	85	170	3.29RP	 5.58	14.27
221	85	187	1.58RP	 5.65	15.37
221	85	204	10.00P	 5.72	16.67
221	85	221	8.46P	 5.80	18.13
221	85	238	7.21P	 5.89	19.41
221	85	255	6.24P	 5.98	20.72
221	102	0	2.96YR	 5.59	13.64
221	102	17	2.69YR	 5.59	13.27
221	102	34	2.19YR	 5.60	12.68
221	102	51	1.31YR	 5.61	11.91
221	102	68	10.00R	 5.63	11.15
221	102	85	8.32R	 5.65	10.73
221	102	102	5.89R	 5.68	10.51
221	102	119	2.68R	 5.72	10.61
221	102	136	9.22RP	 5.76	11.00
221	102	153	6.09RP	 5.81	11.64
221	102	170	3.73RP	 5.86	12.50
221	102	187	1.85RP	 5.93	13.54
221	102	204	0.07RP	 5.99	14.78
221	102	221	8.41P	 6.07	16.22
221	102	238	7.11P	 6.15	17.69
221	102	255	6.13P	 6.24	19.00
221	119	0	5.16YR	 5.93	12.89
221	119	17	4.92YR	 5.94	12.51
221	119	34	4.48YR	 5.94	11.91
221	119	51	3.77YR	 5.96	11.19
221	119	68	2.68YR	 5.97	10.35
221	119	85	0.96YR	 5.99	 9.66
221	119	102	8.75R	 6.02	 9.18
221	119	119	5.78R	 6.05	 9.01
221	119	136	1.66R	 6.09	 9.24
221	119	153	7.75RP	 6.14	 9.73
221	119	170	4.47RP	 6.19	10.49
221	119	187	2.31RP	 6.24	11.40
221	119	204	0.21RP	 6.31	12.59
221	119	221	8.38P	 6.38	13.94
221	119	238	6.98P	 6.46	15.43
221	119	255	5.98P	 6.54	16.92
221	136	0	7.81YR	 6.31	12.03
221	136	17	7.63YR	 6.32	11.72
221	136	34	7.26YR	 6.32	11.20
221	136	51	6.63YR	 6.33	10.45
221	136	68	5.67YR	 6.35	 9.59
221	136	85	4.32YR	 6.37	 8.73
221	136	102	2.47YR	 6.39	 7.94
221	136	119	9.66R	 6.42	 7.39
221	136	136	6.01R	 6.46	 7.23
221	136	153	0.75R	 6.50	 7.55
221	136	170	6.12RP	 6.55	 8.11
221	136	187	2.99RP	 6.60	 9.06
221	136	204	0.48RP	 6.66	10.21
221	136	221	8.34P	 6.72	11.69
221	136	238	6.84P	 6.79	13.20
221	136	255	5.80P	 6.87	14.75
221	153	0	0.61Y	 6.72	11.55
221	153	17	0.46Y	 6.72	11.27
221	153	34	0.19Y	 6.73	10.76
221	153	51	9.72YR	 6.74	10.00
221	153	68	9.02YR	 6.75	 9.17
221	153	85	8.01YR	 6.77	 8.20
221	153	102	6.53YR	 6.79	 7.27
221	153	119	4.31YR	 6.82	 6.39
221	153	136	1.20YR	 6.85	 5.76
221	153	153	6.57R	 6.89	 5.63
221	153	170	9.74RP	 6.93	 6.01
221	153	187	4.32RP	 6.98	 6.68
221	153	204	1.00RP	 7.04	 7.80
221	153	221	8.31P	 7.10	 9.22
221	153	238	6.65P	 7.16	10.77
221	153	255	5.58P	 7.23	12.32
221	170	0	3.40Y	 7.15	11.28
221	170	17	3.30Y	 7.15	11.00
221	170	34	3.12Y	 7.16	10.51
221	170	51	2.83Y	 7.17	 9.79
221	170	68	2.37Y	 7.18	 8.98
221	170	85	1.65Y	 7.19	 7.99
221	170	102	0.63Y	 7.21	 6.98
221	170	119	9.20YR	 7.24	 5.94
221	170	136	7.23YR	 7.27	 5.02
221	170	153	3.64YR	 7.30	 4.26
221	170	170	7.92R	 7.34	 3.96
221	170	187	8.56RP	 7.39	 4.48
221	170	204	2.24RP	 7.44	 5.38
221	170	221	8.37P	 7.50	 6.76
221	170	238	6.37P	 7.56	 8.26
221	170	255	5.24P	 7.62	 9.81
221	187	0	6.11Y	 7.60	11.26
221	187	17	6.05Y	 7.60	11.00
221	187	34	5.92Y	 7.60	10.55
221	187	51	5.71Y	 7.61	 9.86
221	187	68	5.38Y	 7.62	 9.08
221	187	85	4.91Y	 7.64	 8.10
221	187	102	4.39Y	 7.66	 7.10
221	187	119	3.64Y	 7.68	 5.98
221	187	136	2.58Y	 7.71	 4.92
221	187	153	0.66Y	 7.74	 3.88
221	187	170	7.74YR	 7.77	 2.96
221	187	187	1.06YR	 7.82	 2.54
221	187	204	6.44RP	 7.86	 3.10
221	187	221	8.66P	 7.91	 4.29
221	187	238	5.93P	 7.97	 5.96
221	187	255	4.35P	 8.03	 7.42
221	204	0	9.30Y	 8.05	11.57
221	204	17	9.28Y	 8.06	11.36
221	204	34	9.24Y	 8.06	10.97
221	204	51	9.18Y	 8.07	10.35
221	204	68	9.07Y	 8.08	 9.56
221	204	85	8.92Y	 8.09	 8.63
221	204	102	8.70Y	 8.11	 7.59
221	204	119	8.37Y	 8.13	 6.49
221	204	136	7.89Y	 8.16	 5.35
221	204	153	7.11Y	 8.18	 4.18
221	204	170	5.81Y	 8.22	 3.03
221	204	187	3.70Y	 8.26	 1.92
221	204	204	8.66YR	 8.30	 1.07
221	204	221	1.12RP	 8.34	 1.76
221	204	238	4.45P	 8.40	 3.37
221	204	255	2.18P	 8.45	 5.11
221	221	0	1.68GY	 8.52	12.06
221	221	17	1.69GY	 8.52	11.87
221	221	34	1.71GY	 8.53	11.54
221	221	51	1.75GY	 8.53	11.01
221	221	68	1.82GY	 8.54	10.28
221	221	85	1.91GY	 8.56	 9.43
221	221	102	2.03GY	 8.57	 8.44
221	221	119	2.20GY	 8.59	 7.38
221	221	136	2.45GY	 8.61	 6.26
221	221	153	2.78GY	 8.64	 5.12
221	221	170	3.37GY	 8.67	 3.96
221	221	187	4.36GY	 8.71	 2.80
221	221	204	5.53GY	 8.74	 1.72
221	221	221	8.42GY	 8.79	 0.79
221	221	238	0.79PB	 8.83	 1.14
221	221	255	6.83PB	 8.89	 3.17
221	238	0	3.56GY	 8.99	12.87
221	238	17	3.59GY	 8.99	12.69
221	238	34	3.65GY	 9.00	12.34
221	238	51	3.74GY	 9.00	11.87
221	238	68	3.88GY	 9.01	11.34
221	238	85	4.09GY	 9.02	10.67
221	238	102	4.37GY	 9.04	 9.86
221	238	119	4.74GY	 9.05	 8.94
221	238	136	5.13GY	 9.08	 7.95
221	238	153	5.47GY	 9.10	 6.98
221	238	170	5.95GY	 9.13	 5.95
221	238	187	6.64GY	 9.16	 4.90
221	238	204	7.83GY	 9.20	 3.87
221	238	221	0.22G	 9.23	 2.85
221	238	238	7.12G	 9.28	 2.09
221	238	255	3.44B	 9.32	 2.62
238	0	0	8.11R	 4.87	19.24
238	0	17	7.82R	 4.88	18.91
238	0	34	7.20R	 4.89	18.46
238	0	51	6.07R	 4.90	18.01
238	0	68	4.63R	 4.92	17.65
238	0	85	3.02R	 4.95	17.58
238	0	102	0.92R	 4.98	17.78
238	0	119	8.82RP	 5.03	18.13
238	0	136	6.83RP	 5.08	18.58
238	0	153	4.86RP	 5.13	19.15
238	0	170	3.53RP	 5.20	19.93
238	0	187	2.32RP	 5.27	20.84
238	0	204	0.96RP	 5.35	21.86
238	0	221	9.75P	 5.44	22.93
238	0	238	8.53P	 5.54	24.05
238	0	255	7.47P	 5.64	24.98
238	17	0	8.21R	 4.92	19.02
238	17	17	7.92R	 4.92	18.70
238	17	34	7.34R	 4.93	18.20
238	17	51	6.25R	 4.95	17.78
238	17	68	4.79R	 4.97	17.42
238	17	85	3.18R	 5.00	17.34
238	17	102	1.09R	 5.03	17.48
238	17	119	8.96RP	 5.07	17.79
238	17	136	6.94RP	 5.12	18.25
238	17	153	4.92RP	 5.18	18.81
238	17	170	3.57RP	 5.24	19.59
238	17	187	2.35RP	 5.32	20.49
238	17	204	0.97RP	 5.40	21.53
238	17	221	9.75P	 5.48	22.60
238	17	238	8.52P	 5.58	23.73
238	17	255	7.46P	 5.68	24.71
238	34	0	8.41R	 5.01	18.62
238	34	17	8.12R	 5.01	18.31
238	34	34	7.60R	 5.02	17.76
238	34	51	6.59R	 5.03	17.32
238	34	68	5.12R	 5.05	16.94
238	34	85	3.51R	 5.08	16.78
238	34	102	1.43R	 5.11	16.88
238	34	119	9.21RP	 5.15	17.15
238	34	136	7.15RP	 5.20	17.62
238	34	153	5.06RP	 5.26	18.21
238	34	170	3.65RP	 5.32	19.00
238	34	187	2.40RP	 5.39	19.86
238	34	204	1.00RP	 5.47	20.93
238	34	221	9.76P	 5.56	22.00
238	34	238	8.51P	 5.65	23.15
238	34	255	7.43P	 5.75	24.24
238	51	0	8.81R	 5.14	17.81
238	51	17	8.55R	 5.15	17.53
238	51	34	8.05R	 5.15	17.06
238	51	51	7.16R	 5.17	16.48
238	51	68	5.76R	 5.19	16.14
238	51	85	4.06R	 5.21	15.93
238	51	102	1.99R	 5.25	15.97
238	51	119	9.64RP	 5.29	16.16
238	51	136	7.52RP	 5.33	16.62
238	51	153	5.33RP	 5.39	17.26
238	51	170	3.77RP	 5.45	18.09
238	51	187	2.48RP	 5.52	18.97
238	51	204	1.04RP	 5.59	19.97
238	51	221	9.77P	 5.68	21.12
238	51	238	8.49P	 5.77	22.23
238	51	255	7.39P	 5.86	23.41
238	68	0	9.48R	 5.33	16.79
238	68	17	9.22R	 5.34	16.54
238	68	34	8.73R	 5.34	16.11
238	68	51	7.94R	 5.36	15.54
238	68	68	6.70R	 5.37	15.10
238	68	85	4.93R	 5.40	14.90
238	68	102	2.87R	 5.43	14.86
238	68	119	0.37R	 5.47	15.04
238	68	136	8.06RP	 5.51	15.39
238	68	153	5.76RP	 5.56	15.98
238	68	170	3.98RP	 5.62	16.83
238	68	187	2.60RP	 5.69	17.77
238	68	204	1.11RP	 5.76	18.86
238	68	221	9.79P	 5.84	19.94
238	68	238	8.46P	 5.93	21.13
238	68	255	7.35P	 6.02	22.24
238	85	0	0.47YR	 5.57	15.81
238	85	17	0.22YR	 5.57	15.45
238	85	34	9.75R	 5.58	14.97
238	85	51	8.99R	 5.59	14.48
238	85	68	7.86R	 5.61	13.98
238	85	85	6.26R	 5.63	13.66
238	85	102	4.08R	 5.66	13.59
238	85	119	1.49R	 5.70	13.76
238	85	136	8.88RP	 5.74	14.08
238	85	153	6.42RP	 5.79	14.57
238	85	170	4.30RP	 5.84	15.34
238	85	187	2.77RP	 5.91	16.25
238	85	204	1.21RP	 5.98	17.47
238	85	221	9.82P	 6.05	18.63
238	85	238	8.43P	 6.13	19.68
238	85	255	7.29P	 6.22	20.80
238	102	0	1.89YR	 5.85	15.01
238	102	17	1.66YR	 5.86	14.66
238	102	34	1.21YR	 5.86	14.09
238	102	51	0.45YR	 5.88	13.39
238	102	68	9.35R	 5.89	12.82
238	102	85	7.90R	 5.91	12.42
238	102	102	5.90R	 5.94	12.17
238	102	119	3.15R	 5.97	12.25
238	102	136	0.13R	 6.01	12.54
238	102	153	7.41RP	 6.06	12.96
238	102	170	4.80RP	 6.11	13.58
238	102	187	3.07RP	 6.17	14.43
238	102	204	1.38RP	 6.24	15.44
238	102	221	9.86P	 6.31	16.65
238	102	238	8.38P	 6.38	17.99
238	102	255	7.21P	 6.47	19.17
238	119	0	3.79YR	 6.18	14.03
238	119	17	3.58YR	 6.18	13.72
238	119	34	3.19YR	 6.19	13.20
238	119	51	2.54YR	 6.20	12.44
238	119	68	1.49YR	 6.21	11.73
238	119	85	9.98R	 6.23	11.05
238	119	102	8.20R	 6.26	10.63
238	119	119	5.71R	 6.29	10.45
238	119	136	2.31R	 6.33	10.59
238	119	153	8.92RP	 6.37	10.96
238	119	170	5.81RP	 6.42	11.56
238	119	187	3.54RP	 6.47	12.37
238	119	204	1.67RP	 6.53	13.40
238	119	221	9.95P	 6.60	14.55
238	119	238	8.33P	 6.67	15.87
238	119	255	7.09P	 6.75	17.28
238	136	0	6.04YR	 6.54	13.25
238	136	17	5.86YR	 6.54	12.94
238	136	34	5.51YR	 6.55	12.39
238	136	51	4.91YR	 6.56	11.68
238	136	68	4.08YR	 6.57	10.92
238	136	85	2.88YR	 6.59	10.12
238	136	102	1.11YR	 6.61	 9.40
238	136	119	8.78R	 6.64	 8.89
238	136	136	5.74R	 6.68	 8.75
238	136	153	1.52R	 6.71	 9.01
238	136	170	7.61RP	 6.76	 9.52
238	136	187	4.31RP	 6.81	10.30
238	136	204	2.13RP	 6.87	11.23
238	136	221	0.10RP	 6.93	12.50
238	136	238	8.29P	 7.00	13.81
238	136	255	6.97P	 7.07	15.16
238	153	0	8.57YR	 6.93	12.61
238	153	17	8.42YR	 6.93	12.30
238	153	34	8.15YR	 6.93	11.81
238	153	51	7.67YR	 6.94	11.18
238	153	68	6.93YR	 6.96	10.38
238	153	85	5.87YR	 6.97	 9.52
238	153	102	4.44YR	 7.00	 8.65
238	153	119	2.54YR	 7.02	 7.79
238	153	136	9.72R	 7.05	 7.21
238	153	153	6.03R	 7.09	 7.09
238	153	170	0.68R	 7.13	 7.40
238	153	187	6.01RP	 7.18	 7.91
238	153	204	2.87RP	 7.23	 8.83
238	153	221	0.38RP	 7.29	 9.96
238	153	238	8.26P	 7.35	11.36
238	153	255	6.85P	 7.42	12.77
238	170	0	1.25Y	 7.34	12.09
238	170	17	1.14Y	 7.34	11.83
238	170	34	0.92Y	 7.35	11.42
238	170	51	0.56Y	 7.35	10.77
238	170	85	9.23YR	 7.38	 9.02
238	170	102	8.18YR	 7.40	 8.02
238	170	119	6.69YR	 7.43	 7.09
238	170	136	4.44YR	 7.45	 6.23
238	170	153	1.35YR	 7.49	 5.58
238	170	170	6.69R	 7.53	 5.44
238	170	187	9.80RP	 7.57	 5.84
238	170	204	4.28RP	 7.62	 6.49
238	170	221	0.93RP	 7.67	 7.56
238	170	238	8.27P	 7.73	 8.89
238	170	255	6.67P	 7.79	10.34
238	187	0	3.78Y	 7.77	11.87
238	187	17	3.72Y	 7.77	11.64
238	187	34	3.59Y	 7.78	11.25
238	187	51	3.37Y	 7.78	10.63
238	187	68	3.04Y	 7.79	 9.81
238	187	85	2.56Y	 7.81	 8.92
238	187	102	1.78Y	 7.83	 7.89
238	187	119	0.73Y	 7.85	 6.88
238	187	136	9.31YR	 7.88	 5.87
238	187	153	7.29YR	 7.91	 4.95
238	187	170	3.77YR	 7.94	 4.15
238	187	187	8.18R	 7.98	 3.86
238	187	204	8.77RP	 8.03	 4.38
238	187	221	2.16RP	 8.08	 5.28
238	187	238	8.35P	 8.13	 6.58
238	187	255	6.41P	 8.19	 7.85
238	204	0	6.35Y	 8.21	11.86
238	204	17	6.30Y	 8.21	11.66
238	204	34	6.20Y	 8.22	11.30
238	204	51	6.02Y	 8.23	10.72
238	204	68	5.77Y	 8.24	 9.92
238	204	85	5.39Y	 8.25	 9.04
238	204	102	4.89Y	 8.27	 8.00
238	204	119	4.38Y	 8.29	 6.98
238	204	136	3.63Y	 8.31	 5.88
238	204	153	2.54Y	 8.34	 4.81
238	204	170	0.69Y	 8.37	 3.76
238	204	187	7.76YR	 8.41	 2.88
238	204	204	1.53YR	 8.45	 2.47
238	204	221	6.89RP	 8.49	 2.98
238	204	238	8.66P	 8.54	 4.05
238	204	255	5.97P	 8.60	 5.55
238	221	0	9.47Y	 8.67	12.13
238	221	17	9.46Y	 8.67	11.92
238	221	34	9.43Y	 8.67	11.59
238	221	51	9.38Y	 8.68	11.07
238	221	68	9.31Y	 8.69	10.33
238	221	85	9.20Y	 8.70	 9.46
238	221	102	9.03Y	 8.71	 8.45
238	221	119	8.80Y	 8.73	 7.40
238	221	136	8.46Y	 8.76	 6.31
238	221	153	7.96Y	 8.78	 5.18
238	221	170	7.16Y	 8.81	 4.03
238	221	187	5.99Y	 8.84	 2.92
238	221	204	3.99Y	 8.88	 1.87
238	221	221	9.19YR	 8.92	 1.03
238	221	238	1.83RP	 8.97	 1.61
238	221	255	4.75P	 9.02	 3.22
238	238	0	1.65GY	 9.12	15.48
238	238	17	1.65GY	 9.13	15.22
238	238	34	1.67GY	 9.13	14.74
238	238	51	1.69GY	 9.13	13.98
238	238	68	1.74GY	 9.14	13.23
238	238	85	1.80GY	 9.15	12.26
238	238	102	1.90GY	 9.17	11.28
238	238	119	2.03GY	 9.18	10.20
238	238	136	2.20GY	 9.21	 9.01
238	238	153	2.46GY	 9.23	 7.75
238	238	170	2.82GY	 9.26	 6.56
238	238	187	3.39GY	 9.29	 5.27
238	238	204	4.46GY	 9.32	 3.92
238	238	221	5.57GY	 9.36	 2.57
238	238	238	8.45GY	 9.40	 1.28
238	238	255	9.42B	 9.45	 1.69
255	0	0	7.94R	 5.22	20.46
255	0	17	7.71R	 5.22	20.17
255	0	34	7.21R	 5.23	19.77
255	0	51	6.30R	 5.25	19.33
255	0	68	5.01R	 5.26	18.84
255	0	85	3.58R	 5.29	18.60
255	0	102	1.77R	 5.32	18.62
255	0	119	9.73RP	 5.36	18.82
255	0	136	7.91RP	 5.41	19.21
255	0	153	5.99RP	 5.46	19.68
255	0	170	4.38RP	 5.52	20.37
255	0	187	3.17RP	 5.59	21.30
255	0	204	1.98RP	 5.66	22.26
255	0	221	0.76RP	 5.74	23.24
255	0	238	9.63P	 5.83	24.21
255	0	255	8.49P	 5.93	25.07
255	17	0	8.05R	 5.26	20.19
255	17	17	7.82R	 5.27	19.91
255	17	34	7.34R	 5.27	19.48
255	17	51	6.45R	 5.29	19.05
255	17	68	5.17R	 5.31	18.58
255	17	85	3.72R	 5.33	18.33
255	17	102	1.92R	 5.36	18.34
255	17	119	9.84RP	 5.40	18.54
255	17	136	8.00RP	 5.45	18.94
255	17	153	6.07RP	 5.50	19.41
255	17	170	4.42RP	 5.56	20.03
255	17	187	3.20RP	 5.63	20.99
255	17	204	2.00RP	 5.70	21.96
255	17	221	0.77RP	 5.78	22.96
255	17	238	9.63P	 5.87	23.96
255	17	255	8.48P	 5.96	24.85
255	34	0	8.26R	 5.34	19.73
255	34	17	8.02R	 5.34	19.46
255	34	34	7.57R	 5.35	18.99
255	34	51	6.71R	 5.37	18.55
255	34	68	5.47R	 5.38	18.09
255	34	85	3.99R	 5.41	17.85
255	34	102	2.21R	 5.44	17.85
255	34	119	0.07R	 5.48	18.05
255	34	136	8.18RP	 5.52	18.45
255	34	153	6.23RP	 5.57	18.93
255	34	170	4.51RP	 5.63	19.53
255	34	187	3.25RP	 5.70	20.41
255	34	204	2.04RP	 5.77	21.44
255	34	221	0.79RP	 5.85	22.45
255	34	238	9.64P	 5.94	23.48
255	34	255	8.47P	 6.03	24.41
255	51	0	8.59R	 5.47	19.02
255	51	17	8.35R	 5.47	18.77
255	51	34	7.91R	 5.48	18.31
255	51	51	7.15R	 5.49	17.78
255	51	68	5.99R	 5.51	17.41
255	51	85	4.49R	 5.53	17.15
255	51	102	2.70R	 5.56	17.09
255	51	119	0.50R	 5.60	17.27
255	51	136	8.50RP	 5.64	17.66
255	51	153	6.51RP	 5.69	18.19
255	51	170	4.65RP	 5.75	18.79
255	51	187	3.34RP	 5.81	19.58
255	51	204	2.10RP	 5.88	20.58
255	51	221	0.82RP	 5.96	21.67
255	51	238	9.64P	 6.04	22.63
255	51	255	8.45P	 6.13	23.58
255	68	0	9.09R	 5.64	18.05
255	68	17	8.87R	 5.64	17.84
255	68	34	8.45R	 5.65	17.48
255	68	51	7.77R	 5.66	16.95
255	68	68	6.71R	 5.68	16.52
255	68	85	5.23R	 5.70	16.25
255	68	102	3.39R	 5.73	16.14
255	68	119	1.19R	 5.77	16.22
255	68	136	8.98RP	 5.81	16.54
255	68	153	6.94RP	 5.86	17.09
255	68	170	4.88RP	 5.91	17.82
255	68	187	3.48RP	 5.97	18.61
255	68	204	2.20RP	 6.04	19.44
255	68	221	0.86RP	 6.11	20.41
255	68	238	9.65P	 6.20	21.40
255	68	255	8.43P	 6.28	22.38
255	85	0	9.87R	 5.86	16.99
255	85	17	9.65R	 5.87	16.82
255	85	34	9.25R	 5.87	16.50
255	85	51	8.58R	 5.88	16.04
255	85	68	7.63R	 5.90	15.53
255	85	85	6.27R	 5.92	15.22
255	85	102	4.44R	 5.95	15.12
255	85	119	2.19R	 5.98	15.14
255	85	136	9.72RP	 6.02	15.32
255	85	153	7.57RP	 6.07	15.65
255	85	170	5.31RP	 6.12	16.32
255	85	187	3.72RP	 6.18	17.08
255	85	204	2.36RP	 6.24	17.92
255	85	221	0.93RP	 6.31	18.93
255	85	238	9.66P	 6.39	19.95
255	85	255	8.40P	 6.47	21.01
255	102	0	1.04YR	 6.13	16.24
255	102	17	0.84YR	 6.13	15.92
255	102	34	0.44YR	 6.14	15.41
255	102	51	9.79R	 6.15	14.79
255	102	68	8.87R	 6.16	14.32
255	102	85	7.61R	 6.18	13.89
255	102	102	5.92R	 6.21	13.63
255	102	119	3.62R	 6.24	13.61
255	102	136	0.96R	 6.28	13.74
255	102	153	8.46RP	 6.32	14.03
255	102	170	6.03RP	 6.37	14.50
255	102	187	4.06RP	 6.42	15.26
255	102	204	2.59RP	 6.49	16.07
255	102	221	1.05RP	 6.55	17.17
255	102	238	9.68P	 6.63	18.34
255	102	255	8.37P	 6.71	19.48
255	119	0	2.66YR	 6.43	15.19
255	119	17	2.47YR	 6.44	14.87
255	119	34	2.11YR	 6.44	14.38
255	119	51	1.51YR	 6.45	13.75
255	119	68	0.59YR	 6.47	13.07
255	119	85	9.35R	 6.49	12.49
255	119	102	7.80R	 6.51	12.08
255	119	119	5.70R	 6.54	11.86
255	119	136	2.82R	 6.57	11.90
255	119	153	9.80RP	 6.61	12.13
255	119	170	7.12RP	 6.66	12.63
255	119	187	4.59RP	 6.71	13.36
255	119	204	2.89RP	 6.77	14.27
255	119	221	1.23RP	 6.83	15.30
255	119	238	9.72P	 6.90	16.43
255	119	255	8.29P	 6.98	17.71
255	136	0	4.59YR	 6.77	14.35
255	136	17	4.42YR	 6.78	14.02
255	136	34	4.11YR	 6.78	13.58
255	136	51	3.59YR	 6.79	12.95
255	136	68	2.81YR	 6.80	12.17
255	136	85	1.67YR	 6.82	11.48
255	136	102	0.05YR	 6.84	10.84
255	136	119	8.16R	 6.87	10.44
255	136	136	5.61R	 6.90	10.28
255	136	153	2.08R	 6.94	10.45
255	136	170	8.69RP	 6.98	10.81
255	136	187	5.57RP	 7.03	11.38
255	136	204	3.37RP	 7.09	12.19
255	136	221	1.51RP	 7.15	13.24
255	136	238	9.83P	 7.21	14.32
255	136	255	8.25P	 7.28	15.53
255	153	0	6.81YR	 7.14	13.66
255	153	17	6.66YR	 7.15	13.41
255	153	34	6.39YR	 7.15	12.96
255	153	51	5.93YR	 7.16	12.27
255	153	68	5.21YR	 7.17	11.51
255	153	85	4.26YR	 7.19	10.73
255	153	102	2.99YR	 7.21	 9.94
255	153	119	1.17YR	 7.23	 9.18
255	153	136	8.80R	 7.26	 8.62
255	153	153	5.70R	 7.30	 8.49
255	153	170	1.40R	 7.34	 8.75
255	153	187	7.51RP	 7.38	 9.21
255	153	204	4.18RP	 7.44	 9.98
255	153	221	1.97RP	 7.49	10.89
255	153	238	0.01RP	 7.55	12.04
255	153	255	8.23P	 7.62	13.23
255	170	0	9.27YR	 7.54	13.12
255	170	17	9.15YR	 7.54	12.87
255	170	34	8.93YR	 7.55	12.40
255	170	51	8.57YR	 7.55	11.75
255	170	68	8.01YR	 7.56	11.00
255	170	85	7.21YR	 7.58	10.11
255	170	102	6.09YR	 7.60	 9.20
255	170	119	4.56YR	 7.62	 8.27
255	170	136	2.64YR	 7.65	 7.48
255	170	153	9.77R	 7.68	 6.94
255	170	170	6.05R	 7.72	 6.82
255	170	187	0.71R	 7.76	 7.14
255	170	204	5.96RP	 7.81	 7.65
255	170	221	2.74RP	 7.86	 8.55
255	170	238	0.31RP	 7.92	 9.68
255	170	255	8.19P	 7.98	10.97
255	187	0	1.83Y	 7.95	12.78
255	187	17	1.73Y	 7.95	12.53
255	187	34	1.56Y	 7.96	12.09
255	187	51	1.27Y	 7.97	11.52
255	187	68	0.83Y	 7.98	10.77
255	187	85	0.20Y	 7.99	 9.85
255	187	102	9.38YR	 8.01	 8.88
255	187	119	8.32YR	 8.03	 7.85
255	187	136	6.82YR	 8.06	 6.93
